"label","original_id","title","link","content","date_created","channel_source","channel_specific_source","origin_type","writer_name","editor_name","reporter_name"
"1","080705b7c385405d0cea8f110f7518d417b234a8","Mahasiswa Tewas Gantung Diri di Kamar Kos Gading Serpong","http://news.liputan6.com/read/2510046/mahasiswa-tewas-gantung-diri-di-kamar-kos-gading-serpong","Liputan6.com, Tangerang - John Adam (18), seorang mahasiswa perguruan tinggi swasta di Tangerang ditemukan tewas gantung diri di kamar kos, Kompleks Ruko Newton Barat, Kecamatan Pagedangan, Kabupaten Tangerang.Berdasarkan keterangan petugas keamanan ruko, korban pertama kali ditemukan oleh salah satu tetangga yang juga cleaning service sekitar pukul 11.30 WIB. Saat ditemukan, korban dalam kondisi tergantung di kusen pintu kamarnya.""Sudah dalam keadaan tergantung,"" kata M Ainul, Rabu (18/5/2016).Baca JugaHingga kini, akses masuk ke dalam kamar kos di dalam kontrakan masih dijaga ketat kepolisian. Petugas dari Polsek Pagedangan juga masih di lantai dua lokasi kejadian untuk mengambil jasad korban dan mengumpulkan barang bukti.Sementara, teman-teman korban terlihat menangis meratapi kepergian korban di lantas dasar. ""Jangan tanya-tanya dulu, tolong ya,"" kata salah seorang mahasiswa.","2016-05-18 17:22:00","liputan6","Peristiwa","online","Pramita Tristiawati",,
"3","080c008987ca36ae30146c8d645f545d06e632aa","Mungkinkah RI Pakai Kuota Haji Iran yang Tak Terpakai? Ini Jawaban Menag","http://news.detik.com/berita/3212630/mungkinkah-ri-pakai-kuota-haji-iran-yang-tak-terpakai-ini-jawaban-menag","Jakarta - Kementerian Agama (Kemenag) RI tidak jadi menaikan kuota haji jemaah haji sebesar 10 ribu jemaah. Alasannya karena renovasi Masjidil Haram belum selesai dilakukan sehingga pengurangan jumlah jemaah haji sebesar 20 persen di semua negara masih terjadi. Hal tersebut dilakukan dalam rangka keselamatan para jemaah haji selama di tanah suci.Karenanya, permohonan penambahan kuota jemaah haji asal Indonesia sangat bertolak belakang dengan kondisi yang ada di Masjidil Haram. Menurut Menteri Agama, Lukman Hakim Saifuddin, pemerintah Arab Saudi sangat menekankan pentingnya keselamatan dan kenyamanan seluruh jamaat haji.""Sampai saat ini renovasi di Masjidil Haram belum tuntas sehingga pengurangan kuota yang berlaku di semua negara sebesar 20 persen dari kuota nasional masih diberlakukan. Saya kira permintaan permintaan Pemerintah Indonesia untuk kenaikan kuota haji sangat lumrah karena besar dan panjangnya antrean jemaah haji,"" kata Lukman di kantornya, Selasa (17/5/2016).Terkait jemaah haji Iran yang tidak bisa menunaikan ibadah haji tahun ini, Lukman mengatakan masih akan memantau perkembangan hal tersebut. Namun dirinya tidak bisa menjanjikan akan menggunakan kuota jemaah haji Iran untuk jemaah haji Indonesia karena persiapan yang sangat pendek. Selain itu adanya kesepakatan dengan pemerintah Arab Saudi tentang kuota haji Indonesia yang tidak naik membuat rencana tersebut sulit terlaksana. Namun Kemenag RI terus mengupayakan untuk memperpendek antrean jemaah haji dengan menggunakan kuota haji negara lain yang masih ada sisa kuota.(Baca juga: Jemaah Iran Tak Bisa Naik Haji Tahun Ini, Arab Saudi Tak Mau Disalahkan)""Tentu ini berita yang perlu dan harus diikuti perkembangannya. Karena kita belum tau ke depannya seperti apa. Iran yang tidak mengirim jamaah haji tahun ini tidak bisa kita gunakan karena persiapan yang sangat pendek. Selain itu, ada MoU bahwa dengan pemerintah Saudi bahwa kuota haji tahun ini sama dengan tahun lalu,"" ujar Lukman.Sebelumnya, pemerintah Iran dan pemerintah Arab Saudi gagal mencapai kata sepakat mengenai pengaturan jemaah haji untuk musim haji tahun ini. Hal tersebut akibat pemutusan hubungan diplomasi Iran dan Arab Saudi pada Januari lalu.(Baca juga: Menag: Ongkos Haji 2016 Turun USD 132, Tak Ada Penambahan Kuota)						(hri/hri)","2016-05-17 10:04:00","detik","Berita","online",,"(hri/hri)",
"3","081aa6fd3faf25299688bc976019fa75be6ce092","Program 100 Hari Setya Novanto Pimpin Golkar","http://news.liputan6.com/read/2509265/program-100-hari-setya-novanto-pimpin-golkar","Liputan6.com, Jakarta - Setya Novanto langsung bergerak menyusun program begitu resmi menjadi Ketua Umum Partai Golkar. pria yang akrab disapa Setnov itu mencanangkan program 100 hari untuk masa bakti yang hanya 3 tahun.Pertama, Setnov ingin memastikan proses rekonsiliasi berjalan baik dan tepat waktu dari pusat maupun daerah. Rekonsiliasi ini menjadi bagian dari konsolidasi total yang dijalankan.""Totalitas pengabdian terhadap Partai Golkar sehingga tidak setengah dan rangkap jabatan. Keluarga saya juga sudah mengikhlaskan dan mewakafkan saya untuk perjuangan Golkar,"" kata Setnov di BNDCC, Bali, Selasa (17/5/2016).Kemudian, kunjungan ke setiap daerah juga akan dilaksanakan. Hal ini berkaitan dengan persiapan pilkada serentak 2017.Baca Juga""Pilkada saya menolak mahar politik atau politik mahar karena ini kendala dalam mendapat calon terbaik. Saya akan memberi bantuan konsultan independen yang biasa memenangkan pilkada,"" lanjut dia.Setya Novanto menambahkan, pihaknya akan belajar dari pengalaman ketua umum sebelumnya untuk membawa Golkar maju.""Saya belajar dari Bang Akbar Tandjung bagaimana menyelamatkan Golkar masa reformasi meraih kemenangan 2004. Dengan Pak JK (Jusuf Kalla) menyelesaikan masalah bangsa dan negara secara cepat dan akurat. Dengan Bang ARB (Aburizal Bakrie) belajar bagaimana menjadi pemimpin bijaksana, memiliki visi jauh ke depan,"" pungkas Setya Novanto.","2016-05-17 19:28:00","liputan6","Politik","online","Ahmad Romadoni",,
"2","081ac205d405665083f7d4c4b9c6ea6c7e2a8e0a","Hot Sport: Masyarakat Indonesia Sangat Cinta Bulutangkis","http://news.okezone.com/read/2016/05/17/40/1390928/hot-sport-masyarakat-indonesia-sangat-cinta-bulutangkis","BULUTANGKIS saat ini masih menjadi salah satu cabang olahraga yang diandalkan Indonesia. Dukungan masyarakat Tanah Air tak henti-hentinya mengalir bagi para pebulutangkis Indonesia. Dukungan yang luar biasa kembali terlihat saat ini, saat Piala Thomas dan Uber 2016 sedang berlangsung.Pebulutangkis putri Indonesia, Greysia Polii, sedang berjuang bersama para pemain lainnya di Piala Thomas dan Uber 2016. Momen yang ada saat ini membuat Greysia teringat masa-masa perhelatan Piala Thomas dan Uber delapan tahun silam.Piala Uber 2008 berlangsung di Istora Senayan, Jakarta. Menurut Greysia, saat itu ia begitu merinding melihat betapa besarnya dukungan masyarakat Indonesia kepada bulutangkis. Ia merasa bulutangkis benar-benar dicintai oleh masyarakat Tanah Air.Greysia mengaku sangat merinding ketika melihat ke seluruh sisi stadion. Ia kagum melihat ribuan orang sedang mengelu-elukan nama Indonesia sambil mengibarkan bendera Merah-Putih.Pebulutangkis berusia 28 tahun itu terasa seperti kehabisan kata-kata untuk menggambarkan situasi saat itu. Bahkan, ia merasa ingin menitikkan air mata karena terharu melihat begitu besar dukungan masyarakat kepada para atlet. Menurutnya, masyarakat Indonesia sangat mencintai bulutangkis.Mengingat luar biasanya dukungan tersebut, Greysia bertekad kembali memberikan yang terbaik pada Piala Uber 2016. Ia berharap, pada perhelatan tahun ini, Tim Uber Indonesia bisa memberikan yang lebih baik ketimbang tahun-tahun sebelumnya.										window._ttf = window._ttf || [];										_ttf.push({											   pid          : 33022											   ,lang        : 'en'											   ,slot        : '#contentx p'											   ,format      : 'inread'											   ,mobile      : false											   ,minSlot     : 2											   ,components  : { mute: {delay :0}, skip: {delay :0} }											   ,css         : 'margin: 15px 0px;'										});										(function (d) {												var js, s = d.getElementsByTagName('script')[0];												js = d.createElement('script');												js.async = true;												js.src = '//cdn.teads.tv/media/format.js';												s.parentNode.insertBefore(js, s);										})(window.document);","2016-05-17 12:14:00","okezone","netting","online","Zanel Farha Wilda",,
"4","081b2a223e95fb4ded80714091367c6e4ac941ed","Kini Aplikasi Telegram Bisa Edit Pesan Terkirim, Caranya?","http://tekno.liputan6.com/read/2508261/kini-aplikasi-telegram-bisa-edit-pesan-terkirim-caranya","Liputan6.com, Jakarta - Seringkali ketika mengetik pesan singkat di smartphone kita mengalami typo alias salah ketik kepada lawan bicara. Pengirim pesan pun berharap bisa mengubah isi pesannya.Kini, aplikasi olah pesan asal Rusia, Telegram menghadirkan fitur edit pesan yang telah dikirim.Baca JugaSeperti dilaporkan Venture Beat, Selasa (17/5/2016), telah merilis pembaruan aplikasi. Kini, penggunanya bisa mengubah isi pesan meski pesan tersebut sudah dikirim.Dikatakan, fitur ini bisa bekerja untuk seluruh jenis chat, baik itu grup chat maupun obrolan antarindividu. Bagaimana caranya?Pertama buka kontak teman yang hendak Anda kirimi pesan. Setelah itu ketik pesan yang hendak Anda kirimkan dan pilih tanda kirim yang berbentuk segitiga di samping kanan ruang pengetikan.Kemudian, setelah terkirim dan Anda ingin mengubah isi pesan, ketuk dan tahan pada pesan yang akan diubah. Selanjutnya akan muncul pilihan balas, copy, forward, edit dan hapus yang menunjukkan perintah untuk menanggapi pesan.Untuk mengubah, pilih edit. Lalu tuliskan di ruang pengetikan pesan baru yang Anda kirim. Kemudian kirim kembali pesan ke penerima. Nantinya, pesan yang sudah diubah akan diberi catatan 'edited' artinya pesan yang dikirimkan sudah diubah oleh pengirim pesan. Cukup mudah bukan?Tidak hanya itu, dengan pembaruan fitur dari Telegram, pengguna juga bisa me-mention seorang teman yang ada pada group chat. Hal ini memungkinkan pesan kita terbaca tepat oleh orang yang di-mention.Bagaimana caranya?Pertama, buka pesan group chat kemudian mention orang yang hendak kita kirimi pesan dengan memberi tanda @ lalu ketikkan nama teman yang ingin dituju.Secara otomatis, pada pesan yang dikirimkan akan muncul nama teman yang sudah di-mention.Sebelumnya, BlackBerry Message (BBM) juga telah memiliki fitur seperti ini. Sementara aplikasi olah pesan lain seperti WhatsApp, Facebook Messenger, dan WeChat belum memungkinkan pengguna untuk mengubah pesan yang dikirimkan. (Tin/Cas)","2016-05-17 18:45:00","liputan6","Tech News","online","Agustin Setyo Wardani",,
"1","082d8626e3b07587d1543ff589318a4ad5f66da4","KRL Anjlok, Penumpang Disilakan Ganti Transportasi","http://metro.news.viva.co.id/news/read/773682-krl-anjlok-penumpang-disilakan-ganti-transportasi","VIVA.co.id – Kereta Rel Listrik (KRL) jurusan Bogor-Tanah Abang, mengalami anjlok di perlintasan Manggarai yang mengarah ke stasiun Sudirman. Akibat peristiwa ini, jalur kereta ini belum bisa dilintasi karena KRL KA 1517 masih dalam proses evakuasi agar jalur itu bisa kembali digunakan. Selama KRL belum dipindahkan, jalur Manggarai - Tanah Abang akan dilalui menggunakan satu jalur secara bergantian, sehingga dipastikan terjadi gangguan pada jadwal perjalanan KRL.Gangguan jadwal perjalanan ini akan berimbas pada penumpang KRL. Untuk itu, PT KAI Commuter Jabodetabek (KCJ) mempersilakan penumpang yang terburu-buru, agar menggunakan moda transportasi lain.""Bagi pengguna jasa yang telah melakukan transaksi tiket namun tidak dapat menunggu dan akan berpindah menggunakan moda transportasi lain, diperkenankan untuk melakukan pengembalian tiket atau clear card untuk KMT pada loket yang tersedia,"" ucap Humas PT KCJ, Eva Chairunnisa saat dikonfirmasi, Rabu, 18 Mei 2016Sementara bagi penumpang yang memilih tetap menggunakan KRL, diharapkan tidak memaksakan diri menjejali kereta yang sudah penuh. Eva meminta agar penumpang mengutamakan keselamatan diri.""Pengguna jasa yang tetap akan menggunakan jasa KRL kami imbau agar tetap memperhatikan keselamatan dan keamanan dengan tidak memaksakan diri untuk masuk, apabila KRL telah penuh dan menunggu KRL selanjutnya, terang Eva.Sementara itu, akibat terganggunya jadwal perjalanan, dari pantauan VIVA.co.id di Stasiun Citayam, Bogor, Jawa Barat, terjadi penumpukan pengguna KRL.Sejak pukul 07.00 WIB hingga saat ini, di stasiun ini baru dua kereta yang melintas sehingga penumpang di dalam KRL pun terlihat membeludak.","2016-05-18 08:32:00","vivanews","METRO","online","Aryo Wicaksono,Agus Rahmat",,
"2","0832e4443123afd36bf0c93f04155416befe49a7","Absen di Tes Sirkuit Katalunya, Sinyal Manor Depak Rio Haryanto","http://bola.liputan6.com/read/2510048/absen-di-tes-sirkuit-katalunya-sinyal-manor-depak-rio-haryanto","Liputan6.com, Barcelona - Absennya Rio Haryanto dalam dua hari tes mobil di Sirkuit Katalunya, Selasa dan Rabu (17-18 Mei 2016) menimbulkan tanda tanya. Ternyata, masalah keuangan menjadi alasan Rio tidak berpartisipasi bersama Manor Racing.Ya, pada hari pertama kemarin, Manor memilih Pascal Wehrlein untuk mencoba pengembangan pada mobil MRT05. Sedangkan pada hari kedua, Manor justru menunjuk pembalap muda, Jordan King ketimbang Rio.Baca Juga""King yang menguji mobil hari ini karena Manor ingin menguji kemampuannya. Selain itu Manor juga masih menunggu kejelasan dari Rio terkait pelunasan pembayaran untuk sisa musim,"" ujar manajer Rio Haryanto, Piers Hunnisett saat dihubungi Liputan6.com.""Tentu saja ada tekanan dari pihak Manor pada Rio dengan turunnya King. Mereka ingin pembayaran secepatnya,"" ujarnya menambahkan.Meski demikian Piers mengungkapkan pembalap asal Solo itu tidak berdiam diri dirumah. Ia tetap datang ke sirkuit untuk berdiskusi dengan tim mekanik.""Saya pikir mental Rio tidak terganggu meski belum ada solusi soal pendanaan. Dia sangat fokus pada setiap balapan,"" ujar Piers.Saat ini Rio baru membayar delapan juta euro dari 15 juta yang diminta Manor. Artinya, Rio terancam tidak mengikuti F1 setelah GP Hungaria.""Ya bisa dibilang GP Hungaria menjadi ajang terakhir Rio jika dananya tidak terkumpul,"" ujar Piers.","2016-05-18 20:10:00","liputan6","Sports","online","Adyaksa Vidi",,
"1","0846cf11910a09ceae788fa904493f89a7e42217","Gudang Penyimpanan Pupuk Ludes Terbakar","http://news.okezone.com/read/2016/05/18/340/1391922/gudang-penyimpanan-pupuk-ludes-terbakar","PADANG - Sebuah bangunan yang dipakai Dinas Pertanian Peternakan Perkebunan dan Kehutanan Kota Padang di komplek Balai Penyuluhan Pertanian (BPP) Nanggalo, di Jalan Kopi 1, Kelurahan Surau Gadang, Kecamatan Nanggalo ludes terbakar.“Bangunan ini menyimpan pupuk, racun hama tanaman, serta peralatan pertanian lainya. Saat kejadian saya lagi di luar komplek ini yang tak jauh dari kejadian,” kata Suwardi Chaniago (64) penjaga BPP di lokasi kejadian, Rabu (18/5/2016)Dari luar kata Suwardi, asap tebal warna hitam dari dalam komplek ini keluar, ternyata bangunan penyimpanan peralatan pertanian terbakar pada pukul 16.30 WIB tadi. “Api cepat membakar bangunan ini karena musim panas,” ujarnya.Tiga unit mobil pemadam kebakaran dikerahkan untuk memadamkan api yang melalap bangunan 48 meter persegi tersebut. Namun isi dalam gudang itu tidak ada yang bisa diselamatkan, aroma racun di dalam gudang tersebut cukup menyengat hidung, warga yang menyaksikan ke jadian itu langsung menjauh karena racun yang terbakar sangat berbahaya.Sementara, data dari Badan Penanggulangan Bencana Daerah dan Pemadam Kebakaran Kota Padang, dugaan penyebab kebakaran arus pendek. Saat terjadi kebakaran, tidak ada orang yang berada di sekitar lokasi kejadian. Kerugian ditaksir sekira Rp300 juta.","2016-05-18 12:03:00","okezone","nusantara","online","Rus Akbar",,
"1","08499e1e7eea36b6d9f9c81d9709bbba88ef584b","Data Pembanding Korban Longsor Air Terjun Dua Warna Minim","http://nasional.news.viva.co.id/news/read/773248-data-pembanding-korban-longsor-air-terjun-dua-warna-minim","VIVA.co.id – Kepolisian Daerah Sumatera Utara menyayangkan minimnya data ante mortem atau pembanding untuk korban bencana longsor di lokasi wisata Air Terjun Dua Warna Sibolangit.Kebutuhan itu untuk melengkapi data yang telah didapat tim DVI Polda Sumatera Utara terhadap para korban longsor dan banjir bandang di Air Terjun Dua Warna tersebut. “Kesulitannya adalah kurangnya data ante mortem, khususnya sidik jari yang asli. Makanya, kami sudah mengimbau kepada keluarga korban untuk mencari data-data itu,"" kata Kepala RS Bhayangkara Medan, Komisaris Besar Polisi Farid Amansyah, Senin malam, 16 Mei 2016.Sidik jari tersebut, Farid menjelaskan, bisa didapat dari sejumlah dokumen lama milik para korban sebelum longsor dan bandang di Air Terjun Dua Warna. Seperti ijazah asli, kartu tanda penduduk, atau surat izin mengemudi asli. ""Kalau sudah ada segera diberikan ke kami agar bisa direkonsiliasikan,” katanya.Farid mengatakan, saat ini, sejumlah jenazah memang sudah berhasil dikenali keluarga melalui ciri fisiknya. Namun, karena ketiadaan data ante mortem itu, proses identifikasi berupa rekonsiliasi dengan data post mortem belum bisa dilakukan.“Kami tidak mempersulit. Begitu memang data-datanya ada dan berhasil kami cocokkan, seperti yang satu korban sudah kami pulangkan, pasti kami langsung buatkan berita acara penyerahannya pada keluarga. Kami juga senang kalau lebih cepat direkonsiliasi dan lebih cepat dibawa oleh keluarga,” katanya.Bencana longsor dan banjir bandang di lokasi wisata Air Terjun Dua Warna terjadi pada Minggu 15 Mei 2016. Akibat kejadian itu, sebanyak 76 orang menjadi korban.Dari jumlah itu, sebanyak 17 orang dipastikan meninggal dan telah dievakuasi. Sementara itu, empat lainnya masih belum ditemukan. Untuk sisanya dinyatakan selamat dan telah dievakuasi ke pos medis setempat.","2016-05-17 11:21:00","vivanews","NASIONAL","online","Harry SiswoyoPutra Nasution (Medan)",,
"1","084c0325b36177520f780e27323c6991b41fa281","Jenazah TKW asal Malang Dipulangkan dari Hongkong","http://news.detik.com/berita-jawa-timur/3213598/jenazah-tkw-asal-malang-dipulangkan-dari-hongkong","Malang - Jenazah TKW yang meninggal di Hongkong 3 Mei 2016 lalu, Suwedaring Asri (37) akan dipulangkan ke kampung halamannya Dusun Sipelot RT 22 RW 05 Desa Pujiharjo, Kecamatan Tirtoyudo, Kabupaten Malang, hari ini, Rabu (18/5/2016).Kepala Desa Pujiharjo Hendik Arso Hadi Winulyo memperkirakan jenazah akan tiba di Bandara Juanda sekitar pukul 22.00 wib, dengan menumpang pesawat Cathay Pacific Airways CX-781 berangkat pukul 15.30 waktu Hong Kong.""Perkiraan kami tiba di sini (Pujiharjo,red) pukul 3 dini hari. Rencana pemakaman besok paginya,"" ungkap Hendik kepada detikcom.Hendik mengatakan, perwakilan keluarga sudah bertolak menuju Juanda untuk proses penjemputan jenazah. Setahu dia, korban berstatus janda memiliki satu anak yang kini berusia 15 tahun.""Kami akan memperjuangkan bagaimana putra korban bisa tetap melanjutkan sekolah. Apakah itu dari asuransi atau hak yang seharusnya diberikan kepada korban,"" kata Hendik.Suwedaring ditemukan meninggal setelah jatuh dari lantai empat rumah majikannya yang tinggal di Federal Mansion, Sham Shui Po, Selasa (3/5) lalu. Upaya pemulangan jenazah korban sempat mengalami beberapa masalah, karena memiliki dua identitas. Yakni, selain di Kabupaten Malang, korban juga mempunyai alamat di Dusun Centong, RT 04/RW 01, Desa Sawentar, Kecamatan Kanigoro, Kabupaten Blitar, sebagaimana tertera dalam paspor.""Dari kabar atau laporan yang diterima keluarga diketahui korban meninggal karena bunuh diri. Namun kami (Pemdes,red) akan siap membantu ketika keluarga menginginkan untuk dilakukan otopsi ulang,"" tegas dia.Suwendaring menjadi TKW berangkat melalui PT Sampeang Alifid Mandiri (SAM) pada 2002 silam. Korban menjadi buruh migran ketiga asal Kabupaten Malang yang meninggal di Hong Kong dan Cina sejak Januari hingga Mei 2016 serta menambah TKW asal Jawa Timur keenam yang meninggal dalam periode yang sama.Selain korban, TKW asal Kabupaten Malang lain adalah Eka Suryani, warga Dusun Mulyosari RT22/RW 08, Desa Mulyosari, Kecamatan Donomulyo, serta Winingsih Wiloyo, warga Dusun Sumbertimo RT 07 RW 01, Desa Arjosari, Kecamatan Kalipare.Eka aslinya bekerja di Hong Kong tapi meninggal di Fujian, Cina, pada 23 Januari 2016 dan dimakamkan di kampungnya pada 25 Februari 2016. Sedangkan Winingsih meninggal pada akhir Februari dan dipulangkan pada 6 Maret 2016.						(fat/fat)","2016-05-18 11:38:00","detik","Berita-jawa-timur","online",,"(fat/fat)",
